Timestamp,User,Comment,Source
2024-06-20T07:44:24Z,LukaStuber,/* Mountainous areas */changed commas and periods,Wikipedia API - Revision History
2024-06-18T19:25:55Z,2C0F:FC88:22:23F2:2:2:89B6:51C1,/* Mountainous areas */,Wikipedia API - Revision History
2024-06-18T19:23:45Z,2C0F:FC88:22:23F2:2:2:89B6:51C1,/* Prevailing wind */,Wikipedia API - Revision History
2024-06-18T19:22:42Z,2C0F:FC88:22:23F2:2:2:89B6:51C1,,Wikipedia API - Revision History
2024-06-18T19:21:09Z,2C0F:FC88:22:23F2:2:2:89B6:51C1,/* Prevailing wind */,Wikipedia API - Revision History
2024-06-12T20:43:57Z,LucasBrown,,Wikipedia API - Revision History
2024-05-20T11:31:20Z,41.234.197.58,/* Prevailing wind */,Wikipedia API - Revision History
2024-04-26T16:06:04Z,50.222.176.129,,Wikipedia API - Revision History
2024-04-25T18:55:31Z,Felida97,Reverted edits by [[Special:Contributions/2A02:A45D:535F:1:AD51:BB3:C6E1:A181|2A02:A45D:535F:1:AD51:BB3:C6E1:A181]] ([[User talk:2A02:A45D:535F:1:AD51:BB3:C6E1:A181|talk]]): disruptive edits ([[WP:HG|HG]]) (3.4.9),Wikipedia API - Revision History
2024-04-25T18:51:53Z,2A02:A45D:535F:1:AD51:BB3:C6E1:A181,/* Rainfall */,Wikipedia API - Revision History
2024-04-25T18:49:26Z,Felida97,Reverted edits by [[Special:Contributions/2A02:A45D:535F:1:AD51:BB3:C6E1:A181|2A02:A45D:535F:1:AD51:BB3:C6E1:A181]] ([[User talk:2A02:A45D:535F:1:AD51:BB3:C6E1:A181|talk]]): [[WP:PROVEIT|factual errors]] ([[WP:HG|HG]]) (3.4.9),Wikipedia API - Revision History
2024-04-25T18:49:07Z,2A02:A45D:535F:1:AD51:BB3:C6E1:A181,/* Prevailing wind */,Wikipedia API - Revision History
2024-04-25T18:48:21Z,ClueBot NG,"Reverting possible vandalism by [[Special:Contribs/2A02:A45D:535F:1:AD51:BB3:C6E1:A181|2A02:A45D:535F:1:AD51:BB3:C6E1:A181]] to version by 102.45.220.196. [[WP:CBFP|Report False Positive?]] Thanks, [[WP:CBNG|ClueBot NG]]. (4317916) (Bot)",Wikipedia API - Revision History
2024-04-25T18:48:15Z,2A02:A45D:535F:1:AD51:BB3:C6E1:A181,/* Prevailing wind */,Wikipedia API - Revision History
2024-04-06T00:12:17Z,102.45.220.196,/* Mountainous areas */,Wikipedia API - Revision History
2024-04-04T04:49:54Z,156.192.222.19,/* Prevailing wind */,Wikipedia API - Revision History
2024-04-04T04:46:10Z,156.192.222.19,/* Prevailing wind */Correct a mistake which tells that night-time are vert hot,Wikipedia API - Revision History
2024-04-04T04:40:20Z,156.192.222.19,/* Mountainous areas */Mentioning the snowy day in Alexandria,Wikipedia API - Revision History
2024-03-20T21:28:34Z,Cewbot,"[[User:Cewbot/log/20201008/configuration|Fixing broken anchor]]: #Geography and climate→most alike anchor [[Saint Catherine, Egypt#Geography]]",Wikipedia API - Revision History
2024-01-28T05:50:13Z,MusikBot II,Removing protection templates from unprotected page ([[User:MusikBot II/FixPP/FAQ|more info]]),Wikipedia API - Revision History
2024-01-07T12:15:43Z,John Cummings,/* Rainfall */ adding graphic,Wikipedia API - Revision History
2023-12-13T16:57:45Z,InternetArchiveBot,Rescuing 1 sources and tagging 0 as dead.) #IABot (v2.0.9.5,Wikipedia API - Revision History
2023-05-17T19:47:41Z,Barefoot through the chollas,/* Prevailing wind */,Wikipedia API - Revision History
2022-08-14T08:54:36Z,InternetArchiveBot,Rescuing 1 sources and tagging 0 as dead.) #IABot (v2.0.8.9,Wikipedia API - Revision History
2022-07-31T03:36:41Z,Ffffrr,"Adding local [[Wikipedia:Short description|short description]]: ""Hot desert climate"", overriding Wikidata description ""Country Climate""",Wikipedia API - Revision History
2022-05-18T11:55:09Z,Arcahaeoindris,/* See also */,Wikipedia API - Revision History
2022-04-12T03:49:12Z,Firth m,/* Rainfall */,Wikipedia API - Revision History
2022-01-16T23:25:48Z,Inertia6084,([[c:GR|GR]]) [[c:COM:FR|File renamed]]: [[File:Dragon effect!.jpg]] → [[File:Nile after Dragon Storm (March 2020).jpg]] [[c:COM:FR#FR2|Criterion 2]] (meaningless or ambiguous name),Wikipedia API - Revision History
2021-08-16T12:24:01Z,Sadads,link [[heat wave]] using [[:en:User:Edward/Find link|Find link]],Wikipedia API - Revision History
2021-04-05T17:38:33Z,Kfitzgib,/* Prevailing wind */Wordsmithing,Wikipedia API - Revision History
2021-01-20T14:10:14Z,MusikBot II,Adding missing protection template ([[User:MusikBot II/FixPP/FAQ|more info]]),Wikipedia API - Revision History
2021-01-20T13:58:56Z,Materialscientist,"Protected ""[[Climate of Egypt]]"": Persistent [[WP:Vandalism|vandalism]] ([Edit=Require autoconfirmed or confirmed access] (expires 13:58, 20 January 2024 (UTC)) [Move=Require autoconfirmed or confirmed access] (expires 13:58, 20 January 2024 (UTC)))",Wikipedia API - Revision History
2021-01-20T13:58:30Z,Materialscientist,rvv,Wikipedia API - Revision History
2021-01-20T13:51:14Z,82.21.208.129,/* Rainfall */,Wikipedia API - Revision History
2021-01-20T13:50:45Z,ClueBot NG,"Reverting possible vandalism by [[Special:Contribs/82.21.208.129|82.21.208.129]] to version by 135.180.108.76. [[WP:CBFP|Report False Positive?]] Thanks, [[WP:CBNG|ClueBot NG]]. (3872006) (Bot)",Wikipedia API - Revision History
2021-01-20T13:50:42Z,82.21.208.129,/* Rainfall */,Wikipedia API - Revision History
2021-01-13T17:38:01Z,135.180.108.76,/* Prevailing wind */,Wikipedia API - Revision History
2021-01-11T02:55:01Z,Monkbot,[[User:Monkbot/task 18|Task 18 (cosmetic)]]: eval 4 templates: hyphenate params (4×);,Wikipedia API - Revision History
2020-12-12T15:59:53Z,194.35.117.113,"Changed ""cold"" to ""hot"" desert climate",Wikipedia API - Revision History
2020-12-04T19:33:27Z,135.180.108.76,,Wikipedia API - Revision History
2020-11-26T04:18:34Z,108.170.128.226,Undid revision 985740956 by [[Special:Contributions/68.14.156.50|68.14.156.50]] ([[User talk:68.14.156.50|talk]]),Wikipedia API - Revision History
2020-10-27T17:56:07Z,68.14.156.50,/* See also */,Wikipedia API - Revision History
2020-07-17T00:16:27Z,Esperfulmo,"/* Sand storms */ restored, corrected the sandstorm season",Wikipedia API - Revision History
2020-07-09T15:39:39Z,2001:8F8:172D:24D5:9517:3EBF:83D0:ADF,/* Sand storms */,Wikipedia API - Revision History
2020-06-18T14:39:45Z,86.89.105.130,,Wikipedia API - Revision History
2020-05-07T13:01:13Z,197.167.18.113,/* Prevailing wind */,Wikipedia API - Revision History
2020-05-06T05:46:54Z,2601:201:100:B6:2C1A:74B6:7654:82D6,/* Sand storms */,Wikipedia API - Revision History
2020-05-06T01:10:29Z,1.64.13.138,/* Sand storms */,Wikipedia API - Revision History
2020-04-11T09:29:16Z,Timothy2b,Added a map of the climate of Egypt,Wikipedia API - Revision History
2020-03-21T17:44:07Z,Ji-Elle,/* Sand storms */ +pict,Wikipedia API - Revision History
2020-03-03T18:24:24Z,99.145.189.105,/* Sand storms */,Wikipedia API - Revision History
2020-03-03T14:32:26Z,37.72.112.6,/* Sand storms */,Wikipedia API - Revision History
2019-12-06T23:48:46Z,2607:FEA8:DE0:5C6E:D1F3:BD94:EBD2:E29A,/* Rainfall */,Wikipedia API - Revision History
2019-09-25T00:33:57Z,108.45.131.185,/* General information */,Wikipedia API - Revision History
2019-09-16T13:27:40Z,Monkbot,/* General information */[[User:Monkbot/task 16: remove replace deprecated dead-url params|Task 16]]: replaced (1×) / removed (0×) deprecated |dead-url= and |deadurl= with |url-status=;,Wikipedia API - Revision History
2019-09-02T15:25:57Z,103.216.145.126,/* Precipitation */,Wikipedia API - Revision History
2019-08-15T11:18:46Z,Onceinawhile,disambiguation to Sinai Peninsula  (via [[WP:JWB]]),Wikipedia API - Revision History
2019-08-06T02:03:41Z,Giooo95,Reverted edits by [[Special:Contributions/71.183.69.249|71.183.69.249]] ([[User talk:71.183.69.249|talk]]) ([[WP:HG|HG]]) (3.4.9),Wikipedia API - Revision History
2019-08-06T02:02:58Z,71.183.69.249,,Wikipedia API - Revision History
2019-08-06T02:00:26Z,Giooo95,Reverted edits by [[Special:Contributions/71.183.69.249|71.183.69.249]] ([[User talk:71.183.69.249|talk]]) ([[WP:HG|HG]]) (3.4.9),Wikipedia API - Revision History
2019-08-06T01:59:51Z,71.183.69.249,,Wikipedia API - Revision History
2019-08-06T01:58:38Z,71.183.69.249,,Wikipedia API - Revision History
2019-07-05T02:50:38Z,InternetArchiveBot,Rescuing 1 sources and tagging 0 as dead. #IABot (v2.0beta15),Wikipedia API - Revision History
2019-05-30T06:47:46Z,Serols,Reverted edits by [[Special:Contributions/14.201.124.14|14.201.124.14]] ([[User talk:14.201.124.14|talk]]) ([[WP:HG|HG]]) (3.4.6),Wikipedia API - Revision History
2019-05-30T06:47:00Z,14.201.124.14,,Wikipedia API - Revision History
2019-04-29T19:56:29Z,D Eaketts,Reverted 1 edit by [[Special:Contributions/216.213.195.61|216.213.195.61]] ([[User talk:216.213.195.61|talk]]) to last revision by D Eaketts ([[WP:TW|TW]]),Wikipedia API - Revision History
2019-04-29T19:54:01Z,216.213.195.61,,Wikipedia API - Revision History
2019-04-29T19:53:16Z,D Eaketts,Reverted 1 edit by [[Special:Contributions/216.213.195.61|216.213.195.61]] ([[User talk:216.213.195.61|talk]]) to last revision by ClueBot NG ([[WP:TW|TW]]),Wikipedia API - Revision History
2019-04-29T19:52:41Z,216.213.195.61,,Wikipedia API - Revision History
2019-04-24T00:38:50Z,ClueBot NG,"Reverting possible vandalism by [[Special:Contribs/2600:100A:B102:D19A:299F:1BA:CA2E:803F|2600:100A:B102:D19A:299F:1BA:CA2E:803F]] to version by Zppix. [[WP:CBFP|Report False Positive?]] Thanks, [[WP:CBNG|ClueBot NG]]. (3620241) (Bot)",Wikipedia API - Revision History
2019-04-24T00:38:46Z,2600:100A:B102:D19A:299F:1BA:CA2E:803F,/* Prevailing wind */,Wikipedia API - Revision History
2019-04-01T13:49:10Z,Zppix,Reverted edits by [[Special:Contributions/95.172.237.251|95.172.237.251]] ([[User talk:95.172.237.251|talk]]) ([[WP:HG|HG]]) (3.4.6),Wikipedia API - Revision History
2019-04-01T13:49:00Z,95.172.237.251,,Wikipedia API - Revision History
2019-04-01T13:43:10Z,CLCStudent,Reverted edits by [[Special:Contribs/95.172.237.251|95.172.237.251]] ([[User talk:95.172.237.251|talk]]) to last version by Mahmudmasri,Wikipedia API - Revision History
2019-04-01T13:42:53Z,95.172.237.251,/* Prevailing wind */,Wikipedia API - Revision History
2019-02-09T12:53:19Z,Esperfulmo,removed vandalism,Wikipedia API - Revision History
2019-02-02T01:30:54Z,2602:306:CCC5:4BD0:E44A:BC7E:28F5:4FDE,,Wikipedia API - Revision History
2019-02-02T01:29:34Z,2602:306:CCC5:4BD0:E44A:BC7E:28F5:4FDE,,Wikipedia API - Revision History
2019-01-30T18:31:13Z,198.246.136.35,/* General information */,Wikipedia API - Revision History
2018-11-29T00:10:05Z,Certes,Undid revision 868658433 by [[Special:Contributions/94.185.60.95|94.185.60.95]] ([[User talk:94.185.60.95|talk]]): unexplained removal of content; breaks format,Wikipedia API - Revision History
2018-11-21T08:42:14Z,ClueBot NG,"Reverting possible vandalism by [[Special:Contribs/2.50.173.170|2.50.173.170]] to version by 94.185.60.95. [[WP:CBFP|Report False Positive?]] Thanks, [[WP:CBNG|ClueBot NG]]. (3544509) (Bot)",Wikipedia API - Revision History
2018-11-21T08:42:12Z,2.50.173.170,/* Sand storms */,Wikipedia API - Revision History
2018-11-13T16:47:51Z,94.185.60.95,,Wikipedia API - Revision History
2018-10-24T21:16:03Z,CLCStudent,Reverted edits by [[Special:Contribs/2606:A000:1126:2296:CC99:7F8:9E6B:657B|2606:A000:1126:2296:CC99:7F8:9E6B:657B]] ([[User talk:2606:A000:1126:2296:CC99:7F8:9E6B:657B|talk]]) to last version by Daiyusha,Wikipedia API - Revision History
2018-10-24T21:15:52Z,2606:A000:1126:2296:CC99:7F8:9E6B:657B,Added content,Wikipedia API - Revision History
2018-10-11T06:46:27Z,Daiyusha,Reverted 1 edit by [[Special:Contributions/113.161.128.95|113.161.128.95]] ([[User talk:113.161.128.95|talk]]) to last revision by 103.217.166.154. ([[WP:TW|TW]]),Wikipedia API - Revision History
2018-10-11T06:40:36Z,113.161.128.95,/* Prevailing wind */,Wikipedia API - Revision History
2018-09-15T16:56:10Z,103.217.166.154,/* Prevailing wind */  fix formatting,Wikipedia API - Revision History
2018-09-09T12:27:20Z,102.251.20.99,/* Prevailing wind */,Wikipedia API - Revision History
2018-06-23T14:48:23Z,Smrgeog,,Wikipedia API - Revision History
2018-06-23T14:46:47Z,Smrgeog,/* Precipitation */,Wikipedia API - Revision History
2018-06-23T14:45:56Z,Smrgeog,undoing vandalism,Wikipedia API - Revision History
2018-06-03T10:39:16Z,69.202.215.147,/* Precipitation */Grammatical correction,Wikipedia API - Revision History
2018-05-22T10:52:13Z,JahlilMA,/* References */ adding template,Wikipedia API - Revision History
2018-05-06T11:33:02Z,196.210.53.181,,Wikipedia API - Revision History
2018-04-23T22:16:14Z,98.127.90.102,,Wikipedia API - Revision History
2018-04-21T02:22:12Z,75.83.132.23,,Wikipedia API - Revision History
2018-04-04T21:37:43Z,ClueBot NG,"Reverting possible vandalism by [[Special:Contribs/2601:40C:C202:EA70:A538:C2F8:AAF5:7129|2601:40C:C202:EA70:A538:C2F8:AAF5:7129]] to version by Mahmudmasri. [[WP:CBFP|Report False Positive?]] Thanks, [[WP:CBNG|ClueBot NG]]. (3339185) (Bot)",Wikipedia API - Revision History
2018-04-04T21:37:40Z,2601:40C:C202:EA70:A538:C2F8:AAF5:7129,/* Prevailing wind */,Wikipedia API - Revision History
2018-03-31T15:57:15Z,Esperfulmo,/* top */,Wikipedia API - Revision History
2018-03-15T08:11:53Z,2A00:23C0:FCF6:4801:300E:8F68:E753:784A,,Wikipedia API - Revision History
2018-03-09T20:56:11Z,2604:6000:9A05:4600:20AE:3D5F:EE14:6DF5,,Wikipedia API - Revision History
2018-03-04T16:10:01Z,I dream of horses,Reverted edits by [[Special:Contributions/2601:340:4202:5C76:3419:1419:8ED0:6F98|2601:340:4202:5C76:3419:1419:8ED0:6F98]] ([[User talk:2601:340:4202:5C76:3419:1419:8ED0:6F98|talk]]): unexplained content removal ([[WP:HG|HG]]) (3.3.3),Wikipedia API - Revision History
2018-03-04T16:09:04Z,2601:340:4202:5C76:3419:1419:8ED0:6F98,/* Prevailing wind */,Wikipedia API - Revision History
2018-03-04T16:08:52Z,I dream of horses,Reverted edits by [[Special:Contributions/2601:340:4202:5C76:3419:1419:8ED0:6F98|2601:340:4202:5C76:3419:1419:8ED0:6F98]] ([[User talk:2601:340:4202:5C76:3419:1419:8ED0:6F98|talk]]) ([[WP:HG|HG]]) (3.3.3),Wikipedia API - Revision History
2018-03-04T16:08:37Z,2601:340:4202:5C76:3419:1419:8ED0:6F98,/* Prevailing wind */,Wikipedia API - Revision History
2018-02-05T23:19:20Z,KylieTastic,Reverted 1 edit by [[Special:Contributions/24.205.142.202|24.205.142.202]] ([[User talk:24.205.142.202|talk]]) to last revision by Simplexity22. ([[WP:TW|TW]]),Wikipedia API - Revision History
2018-02-05T23:16:05Z,24.205.142.202,The simple life in the climate,Wikipedia API - Revision History
2018-01-30T21:13:30Z,Jinerea,Reverted edits by [[Special:Contribs/168.8.212.91|168.8.212.91]] ([[User talk:168.8.212.91|talk]]) to last version by ClueBot NG,Wikipedia API - Revision History
2018-01-30T21:13:11Z,168.8.212.91,,Wikipedia API - Revision History
2018-01-30T21:07:39Z,168.8.212.91,/* Prevailing wind */,Wikipedia API - Revision History
2018-01-30T21:07:18Z,ClueBot NG,"Reverting possible vandalism by [[Special:Contribs/168.8.212.91|168.8.212.91]] to version by 2A01:388:289:150:0:0:1:1CD. [[WP:CBFP|Report False Positive?]] Thanks, [[WP:CBNG|ClueBot NG]]. (3266593) (Bot)",Wikipedia API - Revision History
2018-01-30T21:07:15Z,168.8.212.91,/* Prevailing wind */,Wikipedia API - Revision History
2018-01-30T21:07:05Z,168.8.212.91,/* Prevailing wind */,Wikipedia API - Revision History
2018-01-23T15:45:33Z,2A01:388:289:150:0:0:1:1CD,[[Wikipedia:Manual_of_Style#Instructional_and_presumptuous_language]],Wikipedia API - Revision History
2018-01-19T00:34:58Z,Esperfulmo,/* General information */,Wikipedia API - Revision History
2018-01-19T00:34:30Z,Esperfulmo,"restored important overall intro, the hanging photo; titling",Wikipedia API - Revision History
2017-11-27T22:17:51Z,137.229.78.208,/* General information */,Wikipedia API - Revision History
2017-11-20T16:56:44Z,82.31.57.103,,Wikipedia API - Revision History
2017-10-11T18:25:13Z,Serols,Reverted edits by [[Special:Contributions/196.146.108.237|196.146.108.237]] ([[User talk:196.146.108.237|talk]]) ([[WP:HG|HG]]) (3.2.0),Wikipedia API - Revision History
2017-10-11T18:24:43Z,196.146.108.237,The word into bold,Wikipedia API - Revision History
2017-10-10T02:28:33Z,2601:1C0:8100:71CD:5CFA:C531:42AF:8A3F,"Meep
Meep
Meep
Yeep
Yeep
 yeep
Yeek
Yeek
Yeek
Yee_k",Wikipedia API - Revision History
2017-09-24T04:03:05Z,PlyrStar93,Reverted edits by [[Special:Contributions/103.232.208.173|103.232.208.173]] ([[User talk:103.232.208.173|talk]]) ([[WP:HG|HG]]) (3.3.0),Wikipedia API - Revision History
2017-09-24T04:02:56Z,103.232.208.173,,Wikipedia API - Revision History
2017-09-11T04:56:00Z,Alex Cohn,Reverted edits by [[Special:Contribs/180.95.38.172|180.95.38.172]] ([[User talk:180.95.38.172|talk]]) to last version by Alex Cohn,Wikipedia API - Revision History
2017-09-11T04:55:28Z,180.95.38.172,,Wikipedia API - Revision History
2017-09-11T04:53:42Z,Alex Cohn,Reverted edits by [[Special:Contribs/180.95.38.172|180.95.38.172]] ([[User talk:180.95.38.172|talk]]) to last version by Alex Cohn,Wikipedia API - Revision History
2017-09-11T04:53:32Z,180.95.38.172,,Wikipedia API - Revision History
2017-09-11T04:52:26Z,Alex Cohn,Reverted edits by [[Special:Contribs/180.95.38.172|180.95.38.172]] ([[User talk:180.95.38.172|talk]]) to last version by ClueBot NG,Wikipedia API - Revision History
2017-09-11T04:51:24Z,180.95.38.172,,Wikipedia API - Revision History
2017-09-11T04:48:35Z,ClueBot NG,"Reverting possible vandalism by [[Special:Contribs/180.95.38.172|180.95.38.172]] to version by 2620:10D:C091:200:0:0:1:E41A. [[WP:CBFP|Report False Positive?]] Thanks, [[WP:CBNG|ClueBot NG]]. (3122382) (Bot)",Wikipedia API - Revision History
2017-09-11T04:48:30Z,180.95.38.172,,Wikipedia API - Revision History
2017-06-01T20:52:00Z,2620:10D:C091:200:0:0:1:E41A,Fixed a trolling comment. Egypt is not known for the Eiffel tower or snowy climate.,Wikipedia API - Revision History
2017-05-30T15:13:47Z,Frosty111,,Wikipedia API - Revision History
2017-05-30T02:04:25Z,67.70.69.34,,Wikipedia API - Revision History
2017-05-27T02:58:58Z,2601:187:4580:25D0:40E9:799A:277D:34A6,,Wikipedia API - Revision History
2017-05-22T07:26:48Z,ClueBot NG,"Reverting possible vandalism by [[Special:Contribs/2.98.7.160|2.98.7.160]] to version by Oshwah. [[WP:CBFP|Report False Positive?]] Thanks, [[WP:CBNG|ClueBot NG]]. (3043831) (Bot)",Wikipedia API - Revision History
2017-05-22T07:26:46Z,2.98.7.160,,Wikipedia API - Revision History
2017-05-02T16:29:54Z,Oshwah,Reverted edits by [[Special:Contributions/206.174.182.86|206.174.182.86]] ([[User talk:206.174.182.86|talk]]): Unexplained removal of content ([[WP:HG|HG]]) (3.1.22),Wikipedia API - Revision History
2017-05-02T16:29:43Z,206.174.182.86,,Wikipedia API - Revision History
2017-04-17T20:10:41Z,Mz7,Reverted edits by [[Special:Contributions/98.164.185.2|98.164.185.2]] ([[User talk:98.164.185.2|talk]]): Editing tests ([[WP:HG|HG]]) (3.1.20),Wikipedia API - Revision History
2017-04-17T20:07:49Z,98.164.185.2,,Wikipedia API - Revision History
2017-04-09T16:16:03Z,Bomb319,,Wikipedia API - Revision History
2017-03-24T11:55:46Z,109.231.225.250,,Wikipedia API - Revision History
2017-03-23T19:46:14Z,Quebec99,fixed reference,Wikipedia API - Revision History
2017-03-23T13:48:07Z,109.231.225.250,,Wikipedia API - Revision History
2017-03-19T09:48:02Z,2A02:C7D:3AA:F500:E160:9D0:E738:61D0,,Wikipedia API - Revision History
2017-03-19T09:42:46Z,2A02:C7D:3AA:F500:E160:9D0:E738:61D0,,Wikipedia API - Revision History
2017-03-01T05:24:28Z,Barek,Reverted edits by [[Special:Contribs/101.174.147.12|101.174.147.12]] ([[User talk:101.174.147.12|talk]]) to last version by 2001:569:773C:6300:B41C:2D30:AAC0:DFAA,Wikipedia API - Revision History
2017-03-01T05:07:58Z,101.174.147.12,,Wikipedia API - Revision History
2017-03-01T05:02:59Z,101.174.147.12,By begin vote,Wikipedia API - Revision History
2017-02-13T01:34:03Z,2001:569:773C:6300:B41C:2D30:AAC0:DFAA,,Wikipedia API - Revision History
2017-01-09T13:46:40Z,Cgt,Reverted edits by [[Special:Contribs/46.18.183.4|46.18.183.4]] ([[User talk:46.18.183.4|talk]]) to last version by 64.114.197.134,Wikipedia API - Revision History
2017-01-09T13:46:31Z,46.18.183.4,Fixed typo,Wikipedia API - Revision History
2017-01-05T17:30:26Z,64.114.197.134,Minor grammar changes,Wikipedia API - Revision History
2016-11-28T20:40:54Z,50.206.60.12,,Wikipedia API - Revision History
2016-11-28T20:39:05Z,50.206.60.12,,Wikipedia API - Revision History
2016-11-27T09:40:52Z,BlueJoshua300,,Wikipedia API - Revision History
2016-11-24T03:42:21Z,98.165.215.228,I changed some tense problems and updated one of the sources,Wikipedia API - Revision History
2016-11-13T21:49:26Z,216.164.131.170,Fixed typo fix typos but all,Wikipedia API - Revision History
2016-11-07T19:33:20Z,Turnopoems,,Wikipedia API - Revision History
2016-10-15T04:02:59Z,Agtx,Reverted edits by [[Special:Contribs/Edits1234567890|Edits1234567890]] ([[User talk:Edits1234567890|talk]]) to last version by 144.35.45.53,Wikipedia API - Revision History
2016-10-15T04:01:54Z,Edits1234567890,,Wikipedia API - Revision History
2016-10-07T20:51:12Z,144.35.45.53,fixed indent,Wikipedia API - Revision History
2016-10-05T15:08:28Z,92.29.227.186,,Wikipedia API - Revision History
2016-09-25T05:18:15Z,73.52.136.13,Simple grammatical issues.,Wikipedia API - Revision History
2016-08-25T20:56:29Z,68.113.225.4,Undid revision 734582933 by [[Special:Contributions/82.201.140.194|82.201.140.194]] ([[User talk:82.201.140.194|talk]]) -- no rationale provided for unedifying removal of this satellite image,Wikipedia API - Revision History
2016-08-15T09:23:13Z,82.201.140.194,,Wikipedia API - Revision History
2016-08-14T18:44:02Z,68.113.225.4,well...*almost* never...,Wikipedia API - Revision History
2016-07-10T10:44:53Z,Hmemberguy,,Wikipedia API - Revision History
2016-06-08T01:46:37Z,Oshwah,Reverted edits by [[Special:Contributions/97.95.115.84|97.95.115.84]] ([[User talk:97.95.115.84|talk]]) ([[WP:HG|HG]]) (3.1.20),Wikipedia API - Revision History
2016-06-08T01:46:29Z,97.95.115.84,,Wikipedia API - Revision History
2016-05-12T16:58:55Z,62.245.91.138,inappropriate language,Wikipedia API - Revision History
2016-04-18T15:01:22Z,Serols,Reverted edits by [[Special:Contributions/143.159.113.110|143.159.113.110]] ([[User talk:143.159.113.110|talk]]) ([[WP:HG|HG]]) (3.1.19),Wikipedia API - Revision History
2016-04-18T15:01:07Z,143.159.113.110,,Wikipedia API - Revision History
2016-03-22T20:46:16Z,Gilliam,Reverted edits by [[Special:Contribs/63.143.206.244|63.143.206.244]] ([[User talk:63.143.206.244|talk]]) to last version by 151.227.157.112,Wikipedia API - Revision History
2016-03-22T20:45:59Z,63.143.206.244,Added context and fix grammar,Wikipedia API - Revision History
2016-03-20T21:39:21Z,151.227.157.112,,Wikipedia API - Revision History
2016-03-15T19:31:09Z,95.145.212.60,,Wikipedia API - Revision History
2016-03-15T06:32:23Z,175.32.87.153,Punctuation,Wikipedia API - Revision History
2016-02-24T04:47:52Z,Oganesson007,Undid revision 706592367 by [[Special:Contributions/Ali Zifan|Ali Zifan]] ([[User talk:Ali Zifan|talk]]),Wikipedia API - Revision History
2016-02-24T04:47:32Z,Oganesson007,,Wikipedia API - Revision History
2016-02-23T00:21:15Z,63.152.90.87,Fixed spelling,Wikipedia API - Revision History
2016-02-23T00:19:20Z,ClueBot NG,"Reverting possible vandalism by [[Special:Contribs/63.152.90.87|63.152.90.87]] to version by TheFrog001. [[WP:CBFP|Report False Positive?]] Thanks, [[WP:CBNG|ClueBot NG]]. (2557943) (Bot)",Wikipedia API - Revision History
